28,"t","Honey: Released March 15, 2024, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
28,"t","Queen, Package, and Nuc Prices Paid – United States: 2022 and 2023"
28,"t","[Represents prices paid on the total number of colonies, regardless of whether honey was harvested]"
28,"h","","",""
28,"h","Item","2022","2023"
28,"h","","",""
28,"u","","(dollars)","(dollars)"
28,"d","Queen",22,19
28,"d","Package",98,91
28,"d","Nuc",129,120
28,"c",""
